timestamp,kind,gross_spend_usd,fee_slippage_usd,cash_after,strategy,asset,execution_price,reference_open,btc_bought,btc_after,eth_bought,eth_after,sol_bought,sol_after,xrp_bought,xrp_after,btc_sold,eth_sold,sol_sold,xrp_sold,funding_rate,signal_time,planned_exit_time,reference_close
2025-10-12 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3828.9047550000005,3823.1700000000001,,,0.0086767870939443732,0.099751610069778743,,,,,,,,,,,,
2025-10-13 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,4181.6230399999995,4175.3599999999997,,,0.0079449034607687284,0.10769651353054747,,,,,,,,,,,,
2025-10-14 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,4002.3044650000002,3996.3099999999999,,,0.0083008655769835956,0.11599737910753107,,,,,,,,,,,,
2025-10-15 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,4188.0727000000006,4181.8000000000002,,,0.0079326682562426004,0.12393004736377367,,,,,,,,,,,,
2025-10-16 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,4000.7621550000003,3994.77,,,0.0083040655942533143,0.13223411295802698,,,,,,,,,,,,
2025-10-17 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3714.3632000000002,3708.8000000000002,,,0.0089443572352122819,0.14117847019323926,,,,,,,,,,,,
2025-10-18 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3882.5050350000001,3876.6900000000001,,,0.0085569989124627734,0.14973546910570204,,,,,,,,,,,,
2025-10-19 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3869.0849350000003,3863.29,,,0.0085866792588584623,0.15832214836456049,,,,,,,,,,,,
2025-10-20 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,4051.4781149999999,4045.4099999999999,,,0.0082001162092236179,0.16652226457378411,,,,,,,,,,,,
2025-10-21 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3873.7919849999998,3867.9899999999998,,,0.0085762455730121617,0.17509851014679628,,,,,,,,,,,,
2025-10-22 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3860.0413900000003,3854.2600000000002,,,0.0086067966649772745,0.18370530681177355,,,,,,,,,,,,
2025-10-23 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3893.0207850000002,3887.1900000000001,,,0.0085338849178854936,0.19223919172965903,,,,,,,,,,,,
2025-10-24 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3958.7892900000002,3952.8600000000001,,,0.0083921090334480117,0.20063130076310703,,,,,,,,,,,,
2025-10-25 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3959.8408650000001,3953.9099999999999,,,0.0083898804256938853,0.20902118118880092,,,,,,,,,,,,
2025-10-26 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,3965.9900750000006,3960.0500000000002,,,0.008376872037968032,0.21739805322676894,,,,,,,,,,,,
2025-10-27 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,4173.0702300000003,4166.8199999999997,,,0.0079611867356774012,0.22535923996244633,,,,,,,,,,,,
2025-10-28 09:00:00+00:00,daily_eth_dca_buy,33.222591362126245,0.049833887043189369,0,daily_eth_dca,ETH,4130.1759849999999,4123.9899999999998,,,0.0080438682232389785,0.23340310818568533,,,,,,,,,,,,
