entry_time,exit_time,entry_price,exit_price,gross_return,capital_at_entry,capital_at_exit,trade_return,note,asset
2018-02-20 00:00:00+00:00,2018-02-26 00:00:00+00:00,11147.11,9590.0,-0.1396873270291583,9985.0,8577.336706554433,-0.1409777960386146,,BTC
2018-03-04 00:00:00+00:00,2018-03-09 00:00:00+00:00,11464.47,9267.07,-0.19167043919169396,8564.470701494602,6912.530468433694,-0.19288293353290642,,BTC
2018-04-16 00:00:00+00:00,2018-05-11 00:00:00+00:00,8355.07,9002.21,0.07745476698579419,6902.161672731044,7425.61184629552,0.07583858483531558,,BTC
2018-07-18 00:00:00+00:00,2018-08-03 00:00:00+00:00,7317.44,7525.71,0.028462139764726523,7414.473428526077,7614.066949719342,0.026919446555079496,,BTC
2018-08-28 00:00:00+00:00,2018-09-07 00:00:00+00:00,6907.26,6516.84,-0.05652313652591622,7602.645849294763,7162.16107930689,-0.057938351821127276,,BTC
2018-10-16 00:00:00+00:00,2018-10-26 00:00:00+00:00,6752.5,6528.13,-0.033227693446871515,7151.41783768793,6903.422028989647,-0.03467785190670125,,BTC
2019-02-10 00:00:00+00:00,2019-03-05 00:00:00+00:00,3665.18,3716.1,0.013892905669025825,6893.066895946163,6978.3483766656755,0.012372066310522456,,BTC
2019-03-17 00:00:00+00:00,2019-06-05 00:00:00+00:00,4005.98,7687.04,0.918891257569933,6967.880854100677,13350.549746240624,0.9160129206835781,,BTC
2019-06-16 00:00:00+00:00,2019-07-15 00:00:00+00:00,8810.77,10174.18,0.15474356951776064,13330.523921621263,15370.246771629641,0.15301145416348394,,BTC
2019-08-05 00:00:00+00:00,2019-08-15 00:00:00+00:00,10929.99,10055.16,-0.08003941449168754,15347.191401472197,14097.632970825092,-0.08141935536994993,,BTC
2019-10-26 00:00:00+00:00,2019-11-09 00:00:00+00:00,8655.88,8773.74,0.01361617767344286,14076.486521368855,14246.752231167346,0.012095753406932808,,BTC
2020-01-07 00:00:00+00:00,2020-01-26 00:00:00+00:00,7758.9,8340.01,0.07489592596888742,14225.382102820595,15267.869059771076,0.07328358207993424,,BTC
2020-01-29 00:00:00+00:00,2020-02-18 00:00:00+00:00,9375.34,9706.0,0.03526912090654844,15244.96725618142,15758.969883781723,0.033716217225188805,,BTC
2020-04-03 00:00:00+00:00,2020-04-16 00:00:00+00:00,6793.86,6621.25,-0.025406764343097986,15735.331428956051,15312.544250122803,-0.02686865419658324,,BTC
2020-04-24 00:00:00+00:00,2020-05-12 00:00:00+00:00,7483.96,8562.04,0.14405207938043507,15289.57543374762,17465.832461971244,0.14233600126136414,,BTC
2020-06-02 00:00:00+00:00,2020-06-12 00:00:00+00:00,10202.71,9278.88,-0.09054751139648191,17439.633713278286,15836.727503453441,-0.09191169012938705,,BTC
2020-07-23 00:00:00+00:00,2020-08-26 00:00:00+00:00,9518.16,11318.42,0.18913949754994666,15812.972412198262,18775.62432390909,0.18735578830362187,,BTC
2020-10-11 00:00:00+00:00,2020-11-28 00:00:00+00:00,11293.22,17139.53,0.5176831762774479,18747.46088742323,28410.026927781564,0.5154066515130316,,BTC
2020-12-01 00:00:00+00:00,2020-12-11 00:00:00+00:00,19695.87,18254.81,-0.07316559258362275,28367.411887389895,26252.455546505433,-0.07455584419474726,,BTC
2020-12-17 00:00:00+00:00,2021-01-22 00:00:00+00:00,21335.52,30851.99,0.4460388122717422,26213.076863185677,37848.26884342906,0.44386975405333473,,BTC
2021-02-06 00:00:00+00:00,2021-02-26 00:00:00+00:00,38289.32,47073.73,0.22942193802344893,37791.49644016392,46392.0022520812,0.2275778051164139,,BTC
2021-03-12 00:00:00+00:00,2021-03-23 00:00:00+00:00,57773.15,54083.25,-0.06386876948894082,46322.41424870308,43298.81286290511,-0.06527296633470736,,BTC
2021-04-06 00:00:00+00:00,2021-04-19 00:00:00+00:00,59129.99,56150.01,-0.050397099678183545,43233.86464361076,40993.42075280708,-0.05182150402866614,,BTC
2021-05-09 00:00:00+00:00,2021-05-13 00:00:00+00:00,58866.53,49537.15,-0.15848360689852106,40931.93062167787,34393.22328350519,-0.15974588148817315,,BTC
2021-06-15 00:00:00+00:00,2021-06-20 00:00:00+00:00,40516.28,35483.72,-0.12421081106162751,34341.63344857994,30030.91725779358,-0.12552449484503514,,BTC
2021-07-26 00:00:00+00:00,2021-09-08 00:00:00+00:00,35381.02,46868.57,0.32468114260131575,29985.87088190689,39662.13512518733,0.32269412088741367,,BTC
2021-10-05 00:00:00+00:00,2021-10-27 00:00:00+00:00,49224.93,60328.81,0.22557431772884182,39602.64192249955,48463.176883145374,0.2237359562522485,,BTC
2021-11-09 00:00:00+00:00,2021-11-17 00:00:00+00:00,67525.82,60058.87,-0.11057918289626106,48390.482117820655,42974.942892058,-0.11191331412191663,,BTC
2022-02-07 00:00:00+00:00,2022-02-18 00:00:00+00:00,42380.87,40515.71,-0.04400947880494203,42910.48047771992,40960.47957773089,-0.04544346458673454,,BTC
2022-03-24 00:00:00+00:00,2022-04-07 00:00:00+00:00,42882.76,43170.47,0.006709223007101201,40899.03885836429,41111.6794713949,0.005199159172590617,,BTC
2022-05-31 00:00:00+00:00,2022-06-11 00:00:00+00:00,31734.23,29091.87,-0.08326529428947861,41050.01195218781,37575.52267046268,-0.08464039634804432,,BTC
2022-07-08 00:00:00+00:00,2022-08-20 00:00:00+00:00,21624.99,20834.39,-0.036559554478406794,37519.15938645699,36093.25442143147,-0.038004715146688905,,BTC
2022-09-11 00:00:00+00:00,2022-09-21 00:00:00+00:00,21647.21,18874.31,-0.12809502933634395,36039.114539799324,31375.54908090952,-0.12940288679233936,,BTC
2022-10-05 00:00:00+00:00,2022-10-21 00:00:00+00:00,20337.82,19041.92,-0.06371872698253803,31328.48575728816,29288.27611475337,-0.06512314889206416,,BTC
2022-10-27 00:00:00+00:00,2022-11-09 00:00:00+00:00,20771.61,18545.38,-0.10717657417985411,29244.34370058124,26070.870075921823,-0.1085158093185844,,BTC
2022-12-09 00:00:00+00:00,2022-12-17 00:00:00+00:00,17224.1,16631.5,-0.03440528097259065,26031.763770807942,25098.429423625097,-0.03585367305113174,,BTC
2023-01-07 00:00:00+00:00,2023-02-07 00:00:00+00:00,16950.31,22762.52,0.3428969735656751,25060.781779489662,33603.56693485618,0.34088262810532655,,BTC
2023-02-16 00:00:00+00:00,2023-02-26 00:00:00+00:00,24322.87,23157.07,-0.047930199026677334,33553.1615844539,31897.034443929155,-0.04935830372813721,,BTC
2023-03-15 00:00:00+00:00,2023-04-21 00:00:00+00:00,24670.41,28243.65,0.1448391007688969,31849.188892263264,36407.50347647996,0.1431218421177436,,BTC
2023-05-29 00:00:00+00:00,2023-06-06 00:00:00+00:00,28065.01,25728.2,-0.08326417842003256,36352.89222126524,33276.009519493695,-0.08463928215240246,,BTC
2023-06-21 00:00:00+00:00,2023-07-07 00:00:00+00:00,28308.0,29895.42,0.056076727426875736,33226.095505214456,35036.67224701023,0.054492612335735435,,BTC
2023-07-14 00:00:00+00:00,2023-07-18 00:00:00+00:00,31454.23,30138.01,-0.041845564173721664,34984.117238639716,33469.90683499571,-0.043282795827461196,,BTC
2023-10-02 00:00:00+00:00,2023-10-12 00:00:00+00:00,27992.58,26875.52,-0.039905574977369046,33419.70197474322,32037.94044754098,-0.04134571661490283,,BTC
2023-10-17 00:00:00+00:00,2023-12-30 00:00:00+00:00,28500.77,42066.94,0.47599310474769635,31989.88353686967,47146.02225081833,0.4737791150905748,,BTC
2024-01-02 00:00:00+00:00,2024-01-13 00:00:00+00:00,44179.55,42782.74,-0.031616664271139135,47075.3032174421,45518.558751413926,-0.03306923927473249,,BTC
2024-02-08 00:00:00+00:00,2024-03-17 00:00:00+00:00,44349.6,65300.64,0.47240651550408574,45450.280913286806,66820.90781359216,0.47019790573082965,,BTC
2024-04-09 00:00:00+00:00,2024-04-14 00:00:00+00:00,71620.0,63924.52,-0.1074487573303547,66720.67645187177,59462.29524485918,-0.10878758419435897,,BTC
2024-05-16 00:00:00+00:00,2024-06-01 00:00:00+00:00,66206.51,67540.01,0.020141523847126214,59373.1018019919,60478.11309799286,0.018611311561355537,,BTC
2024-07-16 00:00:00+00:00,2024-08-01 00:00:00+00:00,64724.06,64628.01,-0.0014839921970283638,60387.39592834587,60207.33483173336,-0.0029817662087328056,,BTC
2024-08-24 00:00:00+00:00,2024-09-01 00:00:00+00:00,64037.24,58974.0,-0.07906711782081798,60117.02382948576,55280.69840728791,-0.08044851714408663,,BTC
2024-09-19 00:00:00+00:00,2024-10-02 00:00:00+00:00,61759.98,60804.92,-0.015464059411936418,55197.777359676984,54262.67935770334,-0.01694086332281841,,BTC
2024-10-15 00:00:00+00:00,2024-12-22 00:00:00+00:00,66084.0,97292.0,0.47224744264875007,54181.285338666785,79648.60639110548,0.4700390714847771,,BTC
2025-01-18 00:00:00+00:00,2025-02-02 00:00:00+00:00,104077.47,100635.66,-0.03306969318143492,79529.13348151883,76783.78074414216,-0.034520088641662894,,BTC
2025-04-22 00:00:00+00:00,2025-05-31 00:00:00+00:00,87516.22,103985.47,0.18818511585623784,76668.60507302594,90959.85065812763,0.1864028381824534,,BTC
2025-07-03 00:00:00+00:00,2025-08-01 00:00:00+00:00,108849.59,115764.07,0.06352325259102962,90823.41088214044,96447.92013875634,0.06192796771214315,,BTC
2025-08-13 00:00:00+00:00,2025-08-19 00:00:00+00:00,120134.09,116227.05,-0.032522325677915354,96303.2482585482,93031.48579086032,-0.03397354218939841,,BTC
2025-09-13 00:00:00+00:00,2025-09-22 00:00:00+00:00,116029.41,115232.29,-0.006869982360506788,92891.93856217404,92115.3919239444,-0.00835967738696608,,BTC
2025-10-02 00:00:00+00:00,2025-10-11 00:00:00+00:00,118594.99,112774.49,-0.049078801726784575,91977.21883605848,87331.89251869837,-0.05050518352419431,,BTC
2026-01-04 00:00:00+00:00,2026-01-21 00:00:00+00:00,90628.01,88427.66,-0.024278917742980247,87200.89467992033,84956.12570387595,-0.025742499366365745,,BTC
2026-03-05 00:00:00+00:00,2026-03-22 00:00:00+00:00,72666.77,68918.12,-0.05158685324805284,84828.69151532014,80331.96728551264,-0.053009472968180704,,BTC
2026-04-08 00:00:00+00:00,2026-05-16 00:00:00+00:00,71924.22,79113.2,0.09995214407608446,80211.46933458437,88096.43450755808,0.09830221585997045,,BTC
2026-07-15 00:00:00+00:00,2026-07-27 00:00:00+00:00,65043.99,63755.86,-0.01980398188979485,87964.28985579674,86092.91328256507,-0.021274275916960073,forced_close_at_sample_end,BTC
2018-04-16 00:00:00+00:00,2018-05-18 00:00:00+00:00,533.88,667.62,0.2505057316250843,9985.0,12467.570280681053,0.2486299730276469,,ETH
2018-07-18 00:00:00+00:00,2018-08-01 00:00:00+00:00,498.89,432.2,-0.13367676241255588,12448.868925260032,10768.567314985548,-0.13497624726893698,,ETH
2018-11-07 00:00:00+00:00,2018-11-15 00:00:00+00:00,220.77,187.43,-0.15101689541151425,10752.41446401307,9114.925286159736,-0.15229037006839696,,ETH
2018-12-24 00:00:00+00:00,2019-01-11 00:00:00+00:00,129.03,124.96,-0.031543052003410114,9101.252898230498,8800.950347358279,-0.03299573742540485,,ETH
2019-02-11 00:00:00+00:00,2019-03-04 00:00:00+00:00,125.12,130.6,0.04379795396419429,8787.748921837243,9158.875393047922,0.042232257033248066,,ETH
2019-03-17 00:00:00+00:00,2019-03-26 00:00:00+00:00,140.94,133.97,-0.04945366822761458,9145.137079958351,8679.83719015267,-0.050879487725273176,,ETH
2019-03-30 00:00:00+00:00,2019-04-16 00:00:00+00:00,143.25,159.91,0.11630017452006979,8666.817434367442,9660.257659796182,0.11462572425828954,,ETH
2019-05-12 00:00:00+00:00,2019-06-05 00:00:00+00:00,190.2,241.46,0.2695057833859097,9645.767273306488,12226.989302649137,0.26760152471083076,,ETH
2019-06-18 00:00:00+00:00,2019-07-03 00:00:00+00:00,273.14,291.47,0.06710844255693066,12208.648818695165,13008.410298302346,0.06550777989309542,,ETH
2019-08-06 00:00:00+00:00,2019-08-11 00:00:00+00:00,233.53,206.48,-0.11583094249132879,12988.897682854893,11467.154850192885,-0.11715719607759179,,ETH
2019-09-16 00:00:00+00:00,2019-09-25 00:00:00+00:00,189.05,165.72,-0.12340650621528702,11449.954117917596,10021.899850974196,-0.12472139645596414,,ETH
2019-11-07 00:00:00+00:00,2019-11-16 00:00:00+00:00,191.16,179.99,-0.05843272651182249,10006.867001197736,9408.005270758853,-0.05984507742205469,,ETH
2020-01-06 00:00:00+00:00,2020-01-25 00:00:00+00:00,135.37,162.51,0.20048755263352283,9393.893262852715,11260.33605492336,0.1986868213045725,,ETH
2020-01-29 00:00:00+00:00,2020-02-26 00:00:00+00:00,175.58,246.67,0.40488666135095097,11243.445550840976,15772.07303197918,0.40277933135892474,,ETH
2020-04-03 00:00:00+00:00,2020-05-11 00:00:00+00:00,141.27,187.62,0.32809513697175613,15748.414922431211,20884.02018358409,0.32610299426629874,,ETH
