strategy,final_usd_value,final_cash_usd,final_btc_units,final_btc_equivalent,final_btc_close,event_count,gross_spent_usd,total_costs_usd,unused_cash_usd,total_return_on_committed_capital,max_drawdown
daily_btc_dca,11588.971497819686,0,0.27769755352429676,0.27769755352429676,41732.349999999999,102,9999.9999999999982,14.999999999999995,0,0.15889714978196867,0.14080086932138003
weekly_monday_btc_dca,11478.672029600188,196.07843137254903,0.2703560570690996,0.27505453274498531,41732.349999999999,15,9803.9215686274492,14.705882352941174,196.07843137254903,0.14786720296001876,0.13872937786475936
btc_etf_odds_btc_swing,10173.678065767321,10173.678065767321,0,0.24378397252412867,41732.349999999999,3,26117.466512827632,78.352399538482899,10173.678065767321,0.017367806576731981,0.069541046219332769
