timestamp,kind,gross_spend_usd,fee_slippage_usd,execution_price,reference_open,btc_bought,cash_after,btc_after,strategy,entry_time,exit_time,entry_open,exit_open,return_pct
2023-10-01 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27176.173205000003,27135.470000000001,0.0036075430836684831,0,0.0036075430836684831,daily_btc_dca,,,,,
2023-10-02 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,28323.361410000001,28280.939999999999,0.003461425862103368,0,0.0070689689457718516,daily_btc_dca,,,,,
2023-10-03 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27636.532709999999,27595.139999999999,0.0035474499176519352,0,0.010616418863423786,daily_btc_dca,,,,,
2023-10-04 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27561.209895000004,27519.93,0.0035571448445033695,0,0.014173563707927156,daily_btc_dca,,,,,
2023-10-05 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27691.094430000001,27649.619999999999,0.00354046012641742,0,0.017714023834344575,daily_btc_dca,,,,,
2023-10-06 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27658.105020000003,27616.68,0.0035446830365052431,0,0.021258706870849818,daily_btc_dca,,,,,
2023-10-07 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,28048.619915000003,28006.610000000001,0.0034953311779109867,0,0.024754038048760803,daily_btc_dca,,,,,
2023-10-08 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27953.417325000002,27911.549999999999,0.0035072354319481943,0,0.028261273480708997,daily_btc_dca,,,,,
2023-10-09 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27787.388655000002,27745.77,0.0035281910403133026,0,0.031789464521022298,daily_btc_dca,,,,,
2023-10-10 09:00:00+00:00,daily_btc_dca_buy,98.039215686274517,0.14705882352941177,27718.61565,27677.099999999999,0.0035369448793621306,0,0.03532640940038443,daily_btc_dca,,,,,
