partition,start,end,final_usd_value,final_btc_equivalent,events,costs_usd,max_drawdown,strategy
full_sample_2023_2024,2023-10-01 00:00:00+00:00,2024-01-14 23:00:00+00:00,11588.971497819686,0.27769755352429676,102,14.999999999999995,0.14080086932138003,daily_btc_dca
full_sample_2023_2024,2023-10-01 00:00:00+00:00,2024-01-14 23:00:00+00:00,11478.672029600188,0.27505453274498531,15,14.705882352941174,0.13872937786475936,weekly_monday_btc_dca
full_sample_2023_2024,2023-10-01 00:00:00+00:00,2024-01-14 23:00:00+00:00,10173.678065767321,0.24378397252412867,3,78.352399538482899,0.069541046219332769,btc_etf_odds_btc_swing
