strategy,final_usd_value,final_cash_usd,final_btc_units,final_btc_equivalent,final_btc_close,event_count,gross_spent_usd,total_costs_usd,unused_cash_usd,total_return_on_committed_capital,max_drawdown,excess_btc_vs_daily,excess_btc_vs_weekly,check
btc_etf_l24_d80_lv55_h48,9125.5849081191354,9125.5849081191354,0,0.21866932746704021,41732.349999999999,6,49261.187438524525,147.78356231557356,9125.5849081191354,-0.087441509188086464,0.10214772326475663,-0.05902822605725655,-0.056385205277945105,nearby_parameters
btc_etf_l24_d80_lv55_h72,10037.782167878488,10037.782167878488,0,0.24052760431364367,41732.349999999999,6,52642.366293818988,157.92709888145697,10037.782167878488,0.0037782167878488426,0.12514903788527876,-0.037169949210653086,-0.034526928431341641,nearby_parameters
btc_etf_l24_d80_lv55_h96,10166.472282527675,10166.472282527675,0,0.24361130591801505,41732.349999999999,5,42287.509238923987,126.86252771677196,10166.472282527675,0.016647228252767432,0.083337675416525481,-0.034086247606281705,-0.031443226826970261,nearby_parameters
btc_etf_l24_d80_lv60_h48,9125.5849081191354,9125.5849081191354,0,0.21866932746704021,41732.349999999999,6,49261.187438524525,147.78356231557356,9125.5849081191354,-0.087441509188086464,0.10214772326475663,-0.05902822605725655,-0.056385205277945105,nearby_parameters
btc_etf_l24_d80_lv60_h72,10037.782167878488,10037.782167878488,0,0.24052760431364367,41732.349999999999,6,52642.366293818988,157.92709888145697,10037.782167878488,0.0037782167878488426,0.12514903788527876,-0.037169949210653086,-0.034526928431341641,nearby_parameters
btc_etf_l24_d80_lv60_h96,10166.472282527675,10166.472282527675,0,0.24361130591801505,41732.349999999999,5,42287.509238923987,126.86252771677196,10166.472282527675,0.016647228252767432,0.083337675416525481,-0.034086247606281705,-0.031443226826970261,nearby_parameters
btc_etf_l24_d80_lv65_h48,9125.5849081191354,9125.5849081191354,0,0.21866932746704021,41732.349999999999,6,49261.187438524525,147.78356231557356,9125.5849081191354,-0.087441509188086464,0.10214772326475663,-0.05902822605725655,-0.056385205277945105,nearby_parameters
btc_etf_l24_d80_lv65_h72,10037.782167878488,10037.782167878488,0,0.24052760431364367,41732.349999999999,6,52642.366293818988,157.92709888145697,10037.782167878488,0.0037782167878488426,0.12514903788527876,-0.037169949210653086,-0.034526928431341641,nearby_parameters
btc_etf_l24_d80_lv65_h96,10166.472282527675,10166.472282527675,0,0.24361130591801505,41732.349999999999,5,42287.509238923987,126.86252771677196,10166.472282527675,0.016647228252767432,0.083337675416525481,-0.034086247606281705,-0.031443226826970261,nearby_parameters
btc_etf_l24_d100_lv55_h48,9599.7101517221563,9599.7101517221563,0,0.23003042368144033,41732.349999999999,3,25216.183642315402,75.648550926946214,9599.7101517221563,-0.040028984827784386,0.069282191784742264,-0.047667129842856426,-0.045024109063544981,nearby_parameters
btc_etf_l24_d100_lv55_h72,10173.678065767321,10173.678065767321,0,0.24378397252412867,41732.349999999999,3,26117.466512827632,78.352399538482899,10173.678065767321,0.017367806576731981,0.069541046219332769,-0.033913581000168086,-0.031270560220856641,nearby_parameters
btc_etf_l24_d100_lv55_h96,9428.1326414236974,9428.1326414236974,0,0.22591904461224199,41732.349999999999,3,26070.198536603497,78.210595609810497,9428.1326414236974,-0.057186735857630233,0.10332637510891796,-0.051778508912054766,-0.049135488132743321,nearby_parameters
btc_etf_l24_d100_lv60_h48,9599.7101517221563,9599.7101517221563,0,0.23003042368144033,41732.349999999999,3,25216.183642315402,75.648550926946214,9599.7101517221563,-0.040028984827784386,0.069282191784742264,-0.047667129842856426,-0.045024109063544981,nearby_parameters
btc_etf_l24_d100_lv60_h72,10173.678065767321,10173.678065767321,0,0.24378397252412867,41732.349999999999,3,26117.466512827632,78.352399538482899,10173.678065767321,0.017367806576731981,0.069541046219332769,-0.033913581000168086,-0.031270560220856641,nearby_parameters
btc_etf_l24_d100_lv60_h96,9428.1326414236974,9428.1326414236974,0,0.22591904461224199,41732.349999999999,3,26070.198536603497,78.210595609810497,9428.1326414236974,-0.057186735857630233,0.10332637510891796,-0.051778508912054766,-0.049135488132743321,nearby_parameters
btc_etf_l24_d100_lv65_h48,9599.7101517221563,9599.7101517221563,0,0.23003042368144033,41732.349999999999,3,25216.183642315402,75.648550926946214,9599.7101517221563,-0.040028984827784386,0.069282191784742264,-0.047667129842856426,-0.045024109063544981,nearby_parameters
btc_etf_l24_d100_lv65_h72,10173.678065767321,10173.678065767321,0,0.24378397252412867,41732.349999999999,3,26117.466512827632,78.352399538482899,10173.678065767321,0.017367806576731981,0.069541046219332769,-0.033913581000168086,-0.031270560220856641,nearby_parameters
btc_etf_l24_d100_lv65_h96,9428.1326414236974,9428.1326414236974,0,0.22591904461224199,41732.349999999999,3,26070.198536603497,78.210595609810497,9428.1326414236974,-0.057186735857630233,0.10332637510891796,-0.051778508912054766,-0.049135488132743321,nearby_parameters
btc_etf_l24_d120_lv55_h48,9599.7101517221563,9599.7101517221563,0,0.23003042368144033,41732.349999999999,3,25216.183642315402,75.648550926946214,9599.7101517221563,-0.040028984827784386,0.069282191784742264,-0.047667129842856426,-0.045024109063544981,nearby_parameters
btc_etf_l24_d120_lv55_h72,10173.678065767321,10173.678065767321,0,0.24378397252412867,41732.349999999999,3,26117.466512827632,78.352399538482899,10173.678065767321,0.017367806576731981,0.069541046219332769,-0.033913581000168086,-0.031270560220856641,nearby_parameters
btc_etf_l24_d120_lv55_h96,9428.1326414236974,9428.1326414236974,0,0.22591904461224199,41732.349999999999,3,26070.198536603497,78.210595609810497,9428.1326414236974,-0.057186735857630233,0.10332637510891796,-0.051778508912054766,-0.049135488132743321,nearby_parameters
