asset,n_trades,primary_final,bh_final,dca_final,random_control_final,top_trade_pct_of_pnl,verdict
BTC,51,0.9439339007047836,3.842689076904255,1.2438960533382908,1.1040196378563678,271.64349314770607,REJECTED
ETH,47,2.3631846242868098,1.577471440085572,0.8090113630883783,1.3433861151221962,23.85799848757951,REJECTED
SOL,50,0.6689438409025068,7.420033440310948,1.2838547563358422,0.5543830453553982,-67.78659509234606,REJECTED
XRP,46,0.47452762179082797,3.13634255020538,1.3462610307360978,0.6611265767693225,-61.794836759251304,REJECTED
