rebalance_date,entry_date,exit_date,n_long,n_short,long_names,short_names,weighted_return,turnover_frac,cost,capital_before,capital_after,net_pnl
2020-07-22 00:00:00+00:00,2020-07-23 00:00:00+00:00,2020-07-30 00:00:00+00:00,3,3,"STX,SNX,CHZ","COMP,NEO,XTZ",0.01859324630423204,0.49999999999999994,14.999999999999998,10000.0,10170.93246304232,170.9324630423198
2020-07-29 00:00:00+00:00,2020-07-30 00:00:00+00:00,2020-08-06 00:00:00+00:00,3,3,"STX,SNX,CHZ","COMP,NEO,XTZ",0.061265660002376376,0.0,0.0,10170.93246304232,10794.061353230203,623.1288901878834
2020-08-05 00:00:00+00:00,2020-08-06 00:00:00+00:00,2020-08-13 00:00:00+00:00,3,3,"STX,CHZ,SNX","COMP,NEO,XTZ",-0.0286638090409162,0.0,0.0,10794.061353230203,10484.662439825279,-309.3989134049243
2020-08-12 00:00:00+00:00,2020-08-13 00:00:00+00:00,2020-08-20 00:00:00+00:00,3,3,"DCR,STX,CHZ","COMP,NEO,XTZ",0.03233971956628208,0.16666666666666666,5.242331219912639,10484.662439825279,10818.491151656444,333.8287118311655
2020-08-19 00:00:00+00:00,2020-08-20 00:00:00+00:00,2020-08-27 00:00:00+00:00,3,3,"DCR,STX,MANA","COMP,NEO,XTZ",0.022964859458759902,0.16666666666666666,5.409245575828222,10818.491151656444,11061.527034934243,243.03588327779835
2020-08-26 00:00:00+00:00,2020-08-27 00:00:00+00:00,2020-09-03 00:00:00+00:00,4,4,"DCR,MANA,STX,CHZ","THETA,COMP,NEO,XTZ",-0.06202327446247939,0.24999999999999994,8.296145276200681,11061.527034934243,10367.15876239618,-694.3682725380622
2020-09-02 00:00:00+00:00,2020-09-03 00:00:00+00:00,2020-09-10 00:00:00+00:00,4,4,"DCR,MANA,CHZ,STX","COMP,CRV,NEO,XTZ",0.0707172349989568,0.125,3.887684535898568,10367.15876239618,11096.407880332146,729.2491179359658
2020-09-09 00:00:00+00:00,2020-09-10 00:00:00+00:00,2020-09-17 00:00:00+00:00,4,4,"DCR,MANA,CHZ,STX","COMP,CRV,NEO,XTZ",0.033723297364956925,0.0,0.0,11096.407880332146,11470.615342963438,374.2074626312915
2020-09-16 00:00:00+00:00,2020-09-17 00:00:00+00:00,2020-09-24 00:00:00+00:00,5,5,"DCR,MANA,CHZ,STX,RUNE","THETA,COMP,CRV,NEO,XTZ",-0.04476307963260227,0.2,6.882369205778063,11470.615342963438,10950.272905725638,-520.3424372377995
2020-09-23 00:00:00+00:00,2020-09-24 00:00:00+00:00,2020-10-01 00:00:00+00:00,5,5,"DCR,MANA,CHZ,STX,FET","COMP,THETA,CRV,NEO,XTZ",0.03398212840151802,0.1,3.285081871717692,10950.272905725638,11319.101403767952,368.8284980423141
2020-09-30 00:00:00+00:00,2020-10-01 00:00:00+00:00,2020-10-08 00:00:00+00:00,5,5,"DCR,CHZ,MANA,STX,RUNE","COMP,CRV,THETA,XTZ,NEO",0.03399049205892214,0.1,3.3957304211303856,11319.101403767952,11700.447499725731,381.34609595777874
2020-10-07 00:00:00+00:00,2020-10-08 00:00:00+00:00,2020-10-15 00:00:00+00:00,5,5,"DCR,STX,CHZ,MANA,FET","COMP,CRV,THETA,XTZ,NEO",0.03551039266073171,0.1,3.5101342499177193,11700.447499725731,12112.42485049735,411.97735077161815
2020-10-14 00:00:00+00:00,2020-10-15 00:00:00+00:00,2020-10-22 00:00:00+00:00,5,5,"DCR,STX,MANA,CHZ,FET","CRV,COMP,THETA,XTZ,NEO",0.03297711390460825,0.0,0.0,12112.42485049735,12511.857664453208,399.43281395585836
2020-10-21 00:00:00+00:00,2020-10-22 00:00:00+00:00,2020-10-29 00:00:00+00:00,5,5,"DCR,MANA,STX,CHZ,FET","CRV,COMP,THETA,XTZ,NEO",-0.04705930548290223,0.0,0.0,12511.857664453208,11923.058332463112,-588.7993319900961
2020-10-28 00:00:00+00:00,2020-10-29 00:00:00+00:00,2020-11-05 00:00:00+00:00,5,5,"DCR,MANA,STX,CHZ,FET","CRV,COMP,THETA,XTZ,NEO",0.06069732607461682,0.0,0.0,11923.058332463112,12646.756091875302,723.6977594121909
2020-11-04 00:00:00+00:00,2020-11-05 00:00:00+00:00,2020-11-12 00:00:00+00:00,5,5,"DCR,STX,MANA,CHZ,FET","CRV,COMP,THETA,NEO,XTZ",0.007429547140841252,0.0,0.0,12646.756091875302,12740.71576243861,93.95967056330846
2020-11-11 00:00:00+00:00,2020-11-12 00:00:00+00:00,2020-11-19 00:00:00+00:00,5,5,"DCR,STX,MANA,CHZ,SAND","COMP,CRV,THETA,NEO,XTZ",-0.04472937337526074,0.1,3.8222147287315837,12740.71576243861,12167.009315303692,-573.7064471349186
2020-11-18 00:00:00+00:00,2020-11-19 00:00:00+00:00,2020-11-26 00:00:00+00:00,5,5,"DCR,CHZ,STX,FET,RUNE","COMP,CRV,THETA,NEO,XTZ",0.01761021342686359,0.2,7.300205589182215,12167.009315303692,12373.972740523646,206.96342521995393
2020-11-25 00:00:00+00:00,2020-11-26 00:00:00+00:00,2020-12-03 00:00:00+00:00,5,5,"DCR,STX,CHZ,FET,INJ","COMP,THETA,NEO,CRV,XTZ",0.04419599571166125,0.1,3.712191822157094,12373.972740523646,12917.140594877887,543.1678543542403
2020-12-02 00:00:00+00:00,2020-12-03 00:00:00+00:00,2020-12-10 00:00:00+00:00,5,5,"DCR,STX,CHZ,SAND,INJ","EGLD,THETA,CRV,NEO,XTZ",0.06704658174784103,0.2,7.750284356926732,12917.140594877887,13775.440433363794,858.2998384859075
2020-12-09 00:00:00+00:00,2020-12-10 00:00:00+00:00,2020-12-17 00:00:00+00:00,5,5,"DCR,STX,FET,CHZ,SAND","EGLD,THETA,CRV,NEO,XTZ",-0.02987716183733045,0.1,4.132632130009139,13775.440433363794,13359.73673802567,-415.7036953381248
