rebalance_date,weighted_return,turnover_frac,cost,net_pnl
2020-07-15 00:00:00+00:00,0.04606073463055059,0.49999999999999994,14.999999999999998,445.6073463055054
2020-07-22 00:00:00+00:00,-0.04554118377511013,0.9999999999999999,31.336822038916512,-507.04214583965586
2020-07-29 00:00:00+00:00,0.03242986238054363,0.6666666666666666,19.877130400931698,302.4291713102357
2020-08-05 00:00:00+00:00,-0.09201287750326738,0.8333333333333334,25.602485929440213,-967.9058465713224
2020-08-12 00:00:00+00:00,-0.09009816684928143,1.0,27.81926557561429,-863.307542727669
2020-08-19 00:00:00+00:00,-0.023506136423449703,0.875,22.07567507900237,-219.7571341444418
2020-08-26 00:00:00+00:00,-0.057083378530372764,0.625,15.356294715623724,-482.8705262227768
2020-09-02 00:00:00+00:00,0.08914870973525615,0.625,14.450912478956017,672.6318619189324
2020-09-09 00:00:00+00:00,0.07388510028223665,0.7000000000000001,17.597548886460498,601.5437197791089
2020-09-16 00:00:00+00:00,0.009995044035398516,0.7000000000000001,18.860790697996627,70.90798719196027
2020-09-23 00:00:00+00:00,0.028623265949439723,0.5,13.578355336499815,245.52622863191755
2020-09-30 00:00:00+00:00,-0.01897429064207841,0.7000000000000002,19.525302551226776,-195.94376230431772
2020-10-07 00:00:00+00:00,-0.04820608454056533,0.6000000000000001,16.38327484318946,-455.14634825547
2020-10-14 00:00:00+00:00,-0.016204769234495146,0.49999999999999994,12.970009513608007,-153.08735027175862
2020-10-21 00:00:00+00:00,-0.004821882688096256,0.7000000000000002,17.836529883480527,-58.79160353151201
2020-10-28 00:00:00+00:00,0.005834343775023053,0.8,20.243505732644966,28.967982457312246
2020-11-04 00:00:00+00:00,0.0789558411321179,0.8,20.31302889054252,647.9504219402043
2020-11-11 00:00:00+00:00,0.057806413883724955,0.7000000000000001,19.134596165299133,507.58082546766127
2020-11-18 00:00:00+00:00,0.06465491243851272,0.8,23.086303884321396,598.8482611863856
2020-11-25 00:00:00+00:00,-0.05634455451428203,0.39999999999999997,12.261769855584358,-587.9984032468783
