strategy,n_trades,final_capital,total_return,sharpe,max_drawdown,win_rate,top_trade_pct_of_pnl
"Amihud illiquidity L/S small/mid-cap (long illiquid, short liquid)",314,77485.86780960276,6.7485867809602755,1.429177337070289,-0.22122419132942725,0.5923566878980892,0.08867809781235161
Random-ranking L/S control (same leg sizes/turnover),315,5895.723347257397,-0.41042766527426033,-0.19477696837613573,-0.4635562817225223,0.4253968253968254,0.584310221901537
Equal-weight 54-asset small/mid-cap buy-and-hold,1,12963.313890260939,0.2963313890260939,0.5540714183606686,-0.9737521928622858,,
BTC buy-and-hold,1,88539.35299304944,7.853935299304943,0.8569644361165474,-0.7662925431645935,,
ETH buy-and-hold,1,144722.0310468762,13.472203104687619,0.9135544002606897,-0.7930253453633335,,
SOL buy-and-hold,1,224950.73518265877,21.495073518265876,1.0237407470335715,-0.9626992725584276,,
XRP buy-and-hold,1,55224.03522403523,4.522403522403523,0.743491684223874,-0.8323958401465105,,
Cash,0,10000.0,0.0,,0.0,,
