compression_threshold,development_return,validation_return,development_sharpe,validation_sharpe,development_trades,validation_trades,selection_score
0.20000000000000001,0.51012617450016062,0.72810655571995775,1.3198155860204597,1.0676606126985249,39,121,1.1937380993594924
0.29999999999999999,0.41894824788827756,0.70849960195500028,1.0747678180695872,0.99532779069460153,48,140,1.0350478043820943
0.40000000000000002,0.45141956926844951,0.89596900387013867,0.98775550494160147,1.0757947155468466,58,163,1.0317751102442241
0.5,0.64552975993551187,1.4858691846771679,1.2526206351571019,1.3307428667956669,61,193,1.2916817509763843
